STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,c_resid,Country of residence,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LT,Lithuania,2025-07,,727913,,e,estimated,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LT,Lithuania,2025-08,,583795,,e,estimated,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LU,Luxembourg,2024-09,,33206,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LU,Luxembourg,2024-10,,28489,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LU,Luxembourg,2024-11,,28086,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LU,Luxembourg,2024-12,,30931,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LU,Luxembourg,2025-01,,25444,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LU,Luxembourg,2025-02,,30308,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LU,Luxembourg,2025-03,,37735,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LU,Luxembourg,2025-04,,43300,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LU,Luxembourg,2025-05,,41838,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LU,Luxembourg,2025-06,,49258,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LU,Luxembourg,2025-07,,45820,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LU,Luxembourg,2025-08,,41363,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LV,Latvia,2024-09,,141783,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LV,Latvia,2024-10,,128837,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LV,Latvia,2024-11,,117359,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LV,Latvia,2024-12,,122669,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LV,Latvia,2025-01,,101237,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LV,Latvia,2025-02,,98742,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LV,Latvia,2025-03,,118840,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LV,Latvia,2025-04,,126912,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LV,Latvia,2025-05,,153888,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LV,Latvia,2025-06,,204526,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LV,Latvia,2025-07,,294372,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LV,Latvia,2025-08,,266802,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ME,Montenegro,2024-09,,48785,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ME,Montenegro,2024-10,,36852,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ME,Montenegro,2024-11,,31090,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ME,Montenegro,2024-12,,20761,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ME,Montenegro,2025-01,,18590,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ME,Montenegro,2025-02,,20178,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ME,Montenegro,2025-03,,29644,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ME,Montenegro,2025-04,,41686,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ME,Montenegro,2025-05,,69048,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ME,Montenegro,2025-06,,80752,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ME,Montenegro,2025-07,,96089,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ME,Montenegro,2025-08,,91223,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",MK,North Macedonia,2024-09,,52320,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",MK,North Macedonia,2024-10,,55746,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",MK,North Macedonia,2024-11,,46518,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",MK,North Macedonia,2024-12,,36632,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",MK,North Macedonia,2025-01,,37826,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",MK,North Macedonia,2025-02,,31762,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",MK,North Macedonia,2025-03,,31175,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",MK,North Macedonia,2025-04,,41736,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",MK,North Macedonia,2025-05,,60660,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",MK,North Macedonia,2025-06,,60340,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",MK,North Macedonia,2025-07,,87482,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",MK,North Macedonia,2025-08,,109921,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",MT,Malta,2024-09,,56412,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",MT,Malta,2024-10,,54052,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",MT,Malta,2024-11,,69438,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",MT,Malta,2024-12,,73839,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",MT,Malta,2025-01,,53825,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",MT,Malta,2025-02,,77290,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",MT,Malta,2025-03,,74037,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",MT,Malta,2025-04,,54619,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",MT,Malta,2025-05,,49025,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",MT,Malta,2025-06,,49488,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",MT,Malta,2025-07,,64721,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",MT,Malta,2025-08,,68116,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",NL,Netherlands,2024-09,,8326126,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",NL,Netherlands,2024-10,,5958429,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",NL,Netherlands,2024-11,,4606528,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",NL,Netherlands,2024-12,,4637601,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",NL,Netherlands,2025-01,,3985273,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",NL,Netherlands,2025-02,,4161232,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",NL,Netherlands,2025-03,,4825449,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",NL,Netherlands,2025-04,,6248986,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",NL,Netherlands,2025-05,,8400118,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",NL,Netherlands,2025-06,,9707860,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",NL,Netherlands,2025-07,,9649044,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",NL,Netherlands,2025-08,,13467717,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",NO,Norway,2024-09,,2237116,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",NO,Norway,2024-10,,1869951,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",NO,Norway,2024-11,,1763027,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",NO,Norway,2024-12,,1261463,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",NO,Norway,2025-01,,1393719,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",NO,Norway,2025-02,,1533197,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",NO,Norway,2025-03,,1782703,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",NO,Norway,2025-04,,1773548,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",NO,Norway,2025-05,,2274718,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",NO,Norway,2025-06,,2932352,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",NO,Norway,2025-07,,4513971,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",NO,Norway,2025-08,,3050971,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",PL,Poland,2024-09,,7106778,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",PL,Poland,2024-10,,6095359,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",PL,Poland,2024-11,,5241249,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",PL,Poland,2024-12,,4793929,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",PL,Poland,2025-01,,4954103,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",PL,Poland,2025-02,,5626390,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",PL,Poland,2025-03,,4978051,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",PL,Poland,2025-04,,5210543,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",PL,Poland,2025-05,,7116222,,,,,
