STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,c_resid,Country of residence,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AL,Albania,2024-09,,271802,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AL,Albania,2024-10,,144879,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AL,Albania,2024-11,,87044,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AL,Albania,2024-12,,103310,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AL,Albania,2025-01,,89172,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AL,Albania,2025-02,,79881,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AL,Albania,2025-03,,101651,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AL,Albania,2025-04,,133662,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AL,Albania,2025-05,,151696,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AL,Albania,2025-06,,284534,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AL,Albania,2025-07,,478106,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AL,Albania,2025-08,,571802,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AT,Austria,2024-09,,3137864,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AT,Austria,2024-10,,2831356,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AT,Austria,2024-11,,2228699,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AT,Austria,2024-12,,2371553,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AT,Austria,2025-01,,2711495,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AT,Austria,2025-02,,3229205,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AT,Austria,2025-03,,2507747,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AT,Austria,2025-04,,2346610,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AT,Austria,2025-05,,3075116,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AT,Austria,2025-06,,3759099,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AT,Austria,2025-07,,4250265,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AT,Austria,2025-08,,4755111,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BE,Belgium,2024-09,,1909969,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BE,Belgium,2024-10,,1786983,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BE,Belgium,2024-11,,1435877,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BE,Belgium,2024-12,,1342576,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BE,Belgium,2025-01,,929902,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BE,Belgium,2025-02,,1083090,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BE,Belgium,2025-03,,1517023,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BE,Belgium,2025-04,,1973030,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BE,Belgium,2025-05,,1975585,,u,low reliability,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BE,Belgium,2025-06,,1988421,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BE,Belgium,2025-07,,3488447,,u,low reliability,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BE,Belgium,2025-08,,3095023,,u,low reliability,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BG,Bulgaria,2024-09,,1246647,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BG,Bulgaria,2024-10,,717078,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BG,Bulgaria,2024-11,,711224,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BG,Bulgaria,2024-12,,713904,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BG,Bulgaria,2025-01,,649478,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BG,Bulgaria,2025-02,,705595,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BG,Bulgaria,2025-03,,755367,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BG,Bulgaria,2025-04,,718381,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BG,Bulgaria,2025-05,,807484,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BG,Bulgaria,2025-06,,1203547,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BG,Bulgaria,2025-07,,2159195,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BG,Bulgaria,2025-08,,2241903,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CH,Switzerland,2024-09,,2885692,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CH,Switzerland,2024-10,,2452437,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CH,Switzerland,2024-11,,1418286,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CH,Switzerland,2024-12,,2023517,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CH,Switzerland,2025-01,,2619742,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CH,Switzerland,2025-03,,2490373,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CH,Switzerland,2025-04,,1927357,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CH,Switzerland,2025-05,,2244154,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CH,Switzerland,2025-06,,3017437,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CY,Cyprus,2024-09,,106465,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CY,Cyprus,2024-10,,88798,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CY,Cyprus,2024-11,,62725,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CY,Cyprus,2024-12,,84869,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CY,Cyprus,2025-01,,53300,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CY,Cyprus,2025-02,,63100,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CY,Cyprus,2025-03,,78722,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CY,Cyprus,2025-04,,76341,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CY,Cyprus,2025-05,,75050,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CY,Cyprus,2025-06,,128334,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CY,Cyprus,2025-07,,182631,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CY,Cyprus,2025-08,,367708,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CZ,Czechia,2024-09,,2612196,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CZ,Czechia,2024-10,,2244398,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CZ,Czechia,2024-11,,1728988,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CZ,Czechia,2024-12,,1378889,,,,,
